frame,Coord
852,"[(350.5, 248.5), (529.0, 325.0), (1149.5, 346.5)]"
853,"[(530.0, 324.0), (353.0, 247.0), (1150.0, 352.0)]"
854,"[(535.0, 323.0), (357.0, 247.0)]"
855,"[(365.0, 247.0), (538.5, 323.5), (1164.0, 357.0)]"
856,"[(544.5, 323.5), (369.0, 247.0)]"
857,"[(374.5, 248.5), (550.5, 322.5)]"
858,"[(385.5, 247.5), (559.0, 322.0)]"
859,"[(389.5, 247.5), (568.0, 325.0)]"
860,"[(572.5, 326.5)]"
861,"[(671.0, 260.0)]"
862,"[(674.0, 261.0)]"
863,"[(677.5, 260.5)]"
864,"[(682.0, 260.0)]"
865,"[(684.5, 258.5)]"
866,"[(685.0, 257.0)]"
867,"[(687.0, 257.0)]"
868,"[(927.0, 332.0), (686.5, 256.5)]"
869,"[(928.0, 332.0), (690.5, 255.5)]"
870,"[(926.5, 330.5), (693.5, 256.5)]"
871,"[(926.0, 332.0)]"
872,"[(928.0, 332.0), (1208.5, 356.5)]"
873,"[(929.0, 331.0), (1208.5, 354.5)]"
874,"[(927.5, 331.5), (1208.0, 353.0)]"
875,"[(1208.0, 351.0), (926.5, 331.5)]"
876,"[(1203.0, 349.0)]"
877,"[(1201.5, 347.5)]"
878,"[(1196.0, 347.0)]"
879,"[(1196.0, 348.0)]"
880,"[(1194.0, 347.0)]"
881,"[(1196.0, 347.0)]"
882,"[(1193.0, 348.0), (424.0, 253.0)]"
883,"[(422.5, 252.5), (1192.5, 348.5)]"
884,"[(1192.0, 349.0), (422.0, 254.0)]"
885,"[(1191.0, 352.0), (602.0, 326.0)]"
886,"[(600.5, 325.5), (419.5, 252.5)]"
887,"[(599.5, 323.5), (419.5, 253.5)]"
888,"[(599.0, 323.0)]"
889,"[(598.0, 323.0)]"
890,"[(598.5, 322.5), (422.0, 249.0)]"
891,"[(599.0, 321.0)]"
892,"[(600.5, 320.5)]"
893,"[(599.0, 319.0)]"
894,"[(600.0, 318.0)]"
895,"[(601.0, 318.0)]"
896,"[(601.0, 319.0)]"
897,"[(694.5, 259.5)]"
898,"[(691.5, 259.5)]"
899,"[(690.0, 257.0), (1186.0, 343.0)]"
900,"[(688.0, 255.0), (1199.5, 343.5)]"
901,"[(691.5, 249.5), (1213.5, 339.5)]"
902,"[(689.5, 247.5)]"
903,"[(688.0, 247.0), (1227.0, 335.0)]"
904,"[(687.0, 246.0), (1225.0, 334.0)]"
905,"[(687.0, 244.0), (1223.0, 332.0), (957.5, 316.5)]"
906,"[(686.5, 243.5), (1220.5, 330.5), (954.5, 313.5)]"
907,"[(684.5, 242.5), (951.5, 311.5), (1218.0, 331.0)]"
908,"[(684.0, 243.0), (947.5, 310.5), (1212.0, 327.0)]"
909,"[(680.5, 243.5), (944.5, 308.5), (1209.0, 327.0)]"
910,"[(678.5, 245.5), (942.5, 309.5), (1208.0, 328.0)]"
911,"[(677.0, 246.0), (943.5, 309.5), (1208.0, 327.0)]"
912,"[(674.5, 245.5), (944.0, 309.0), (1203.5, 328.5)]"
913,"[(940.0, 311.0), (1202.5, 328.5), (672.5, 245.5)]"
914,"[(1200.0, 331.0), (941.5, 312.5)]"
915,"[(1199.5, 328.5)]"
916,"[(1195.0, 329.0)]"
919,"[(390.0, 239.0)]"
920,"[(389.0, 239.0)]"
921,"[(391.0, 238.0)]"
923,"[(592.0, 309.0)]"
924,"[(587.0, 308.0)]"
925,"[(588.5, 305.5)]"
926,"[(587.5, 305.5)]"
927,"[(587.0, 306.0)]"
928,"[(586.5, 305.5)]"
929,"[(587.5, 305.5)]"
930,"[(586.0, 305.0)]"
931,"[(585.5, 302.5)]"
932,"[(586.0, 305.0)]"
933,"[(587.0, 304.0)]"
934,"[(930.5, 303.5)]"
935,"[(930.0, 301.0)]"
936,"[(930.5, 299.5)]"
937,"[(929.0, 299.0)]"
938,"[(929.0, 298.0), (1121.5, 327.5)]"
939,"[(929.0, 297.0)]"
940,"[(922.5, 299.5)]"
941,"[(918.5, 300.5)]"
942,"[(918.0, 300.0)]"
943,"[(918.0, 301.0)]"
948,"[(1099.5, 328.5)]"
951,"[(403.5, 231.5)]"
952,"[(400.0, 229.0)]"
953,"[(397.5, 230.5)]"
954,"[(396.0, 230.0)]"
955,"[(399.5, 228.5)]"
956,"[(402.5, 227.5)]"
957,"[(406.5, 226.5)]"
958,"[(408.5, 225.5), (605.5, 295.5)]"
959,"[(411.5, 223.5)]"
960,"[(609.0, 290.0), (414.0, 222.0)]"
961,"[(610.0, 287.0)]"
962,"[(611.5, 285.5)]"
963,"[(617.5, 282.5)]"
964,"[(622.0, 281.0)]"
965,"[(633.0, 278.0)]"
966,"[(638.0, 273.0)]"
967,"[(648.0, 273.0)]"
968,"[(652.5, 270.5)]"
969,"[(658.5, 269.5)]"
970,"[(670.0, 268.0)]"
977,"[(1148.5, 299.5)]"
978,"[(1148.5, 300.5)]"
979,"[(1148.5, 298.5)]"
980,"[(1148.5, 298.5)]"
981,"[(1148.5, 297.5)]"
989,"[(745.5, 242.5)]"
993,"[(748.0, 241.0)]"
994,"[(747.5, 239.5)]"
995,"[(752.0, 239.0)]"
996,"[(755.0, 238.0)]"
997,"[(754.5, 237.5)]"
998,"[(756.0, 237.0)]"
999,"[(756.0, 234.0)]"
1000,"[(758.0, 232.0)]"
1001,"[(758.0, 233.0)]"
1002,"[(758.5, 233.5)]"
1003,"[(758.5, 231.5)]"
1005,"[(757.0, 233.0)]"
1049,"[(263.0, 258.0)]"
1050,"[(263.0, 260.0), (1137.0, 298.0)]"
1051,"[(258.5, 260.5), (1138.5, 298.5)]"
1052,"[(254.5, 262.5), (1138.0, 297.0)]"
1053,"[(255.0, 263.0)]"
1054,"[(255.0, 262.0), (1141.0, 297.0)]"
1055,"[(257.0, 261.0)]"
1056,"[(255.0, 262.0)]"
1060,"[(798.0, 395.0)]"
1061,"[(797.0, 392.0), (1167.0, 300.0)]"
1062,"[(797.0, 391.0)]"
1063,"[(803.0, 391.0)]"
1064,"[(802.0, 391.0)]"
1065,"[(803.0, 388.0)]"
1066,"[(802.0, 388.0), (1190.0, 301.0)]"
1067,"[(804.5, 387.5), (1194.0, 300.0)]"
1068,"[(804.5, 389.5)]"
1069,"[(805.0, 393.0)]"
1070,"[(801.5, 391.5)]"
1071,"[(802.5, 394.5), (1211.0, 302.0)]"
1072,"[(801.5, 394.5), (1216.5, 299.5)]"
1073,"[(1221.5, 301.5)]"
1076,"[(1237.0, 301.0), (1240.5, 384.5)]"
1077,"[(1240.5, 298.5), (1243.5, 383.5)]"
1078,"[(1245.0, 301.0)]"
1079,"[(1247.5, 300.5)]"
1082,"[(699.0, 342.0)]"
1083,"[(696.5, 340.5)]"
1084,"[(701.5, 339.5), (284.5, 282.5)]"
1085,"[(284.0, 285.0), (704.0, 339.0)]"
1086,"[(286.5, 283.5), (707.0, 339.0)]"
1087,"[(290.0, 284.0), (705.5, 340.5)]"
1088,"[(292.0, 283.0), (706.5, 344.5)]"
1089,"[(293.5, 281.5), (707.0, 346.0)]"
1090,"[(292.5, 282.5), (831.5, 419.5)]"
1091,"[(292.0, 282.0), (831.0, 416.0)]"
1092,"[(292.0, 283.0), (835.0, 416.0)]"
1093,"[(292.5, 283.5), (837.5, 414.5)]"
1094,"[(839.0, 414.0), (293.0, 285.0)]"
1095,"[(838.5, 414.5), (289.0, 285.0)]"
1096,"[(837.5, 415.5), (284.5, 285.5)]"
1097,"[(832.0, 417.0)]"
1098,"[(832.5, 423.5)]"
1099,"[(828.5, 430.5)]"
1112,"[(407.0, 231.0)]"
1113,"[(410.5, 229.5)]"
1114,"[(412.0, 227.0)]"
1115,"[(414.5, 227.5)]"
1116,"[(724.0, 371.0), (415.5, 227.5), (827.0, 453.0)]"
1117,"[(724.5, 371.5), (419.5, 226.5), (830.5, 444.5)]"
1118,"[(830.5, 444.5), (421.5, 227.5), (725.5, 371.5)]"
1119,"[(426.0, 227.0), (833.0, 444.0), (728.5, 369.5)]"
1120,"[(429.0, 229.0), (834.0, 443.0), (730.5, 369.5)]"
1121,"[(428.5, 228.5), (834.0, 443.0), (730.5, 370.5), (302.0, 303.0)]"
1122,"[(433.0, 229.0), (308.0, 302.0), (838.0, 444.0), (728.0, 370.0)]"
1123,"[(310.5, 301.5), (438.5, 229.5), (839.0, 447.0)]"
1124,"[(312.5, 298.5), (843.0, 453.0), (433.5, 230.5)]"
1125,"[(310.0, 299.0)]"
1126,"[(311.5, 297.5)]"
1127,"[(314.0, 297.0)]"
1128,"[(316.0, 297.0)]"
1129,"[(315.5, 297.5)]"
1130,"[(314.5, 300.5)]"
1131,"[(315.0, 301.0)]"
1143,"[(832.5, 482.5)]"
1144,"[(834.0, 476.0)]"
1145,"[(834.5, 473.5)]"
1146,"[(838.5, 472.5)]"
1147,"[(839.5, 472.5), (468.5, 239.5)]"
1148,"[(841.0, 473.0), (474.0, 236.0)]"
1149,"[(840.5, 472.5), (475.0, 235.0)]"
1150,"[(481.0, 235.0), (846.0, 478.0)]"
1151,"[(478.5, 235.5), (845.5, 483.5), (728.0, 395.0)]"
1152,"[(732.5, 395.5), (476.0, 236.0), (850.5, 290.5)]"
1153,"[(732.0, 394.0), (847.0, 290.0), (474.0, 236.0)]"
1154,"[(474.5, 239.5), (733.5, 392.5), (851.0, 289.0)]"
1155,"[(475.5, 241.5), (732.0, 394.0), (855.0, 288.0)]"
1156,"[(730.0, 396.0), (477.5, 244.5), (857.5, 288.5)]"
1157,"[(863.5, 289.5), (728.5, 400.5), (484.5, 242.5)]"
1158,"[(864.0, 290.0)]"
1159,"[(862.5, 289.5)]"
1160,"[(863.5, 291.5)]"
1161,"[(865.5, 294.5), (313.5, 315.5)]"
1162,"[(315.5, 315.5), (862.0, 296.0)]"
1163,"[(319.5, 319.5), (863.5, 295.5)]"
1164,"[(319.5, 319.5), (865.5, 296.5)]"
1165,"[(317.5, 318.5)]"
1166,"[(314.5, 319.5)]"
1167,"[(310.5, 320.5)]"
1168,"[(308.0, 319.0)]"
1169,"[(807.5, 506.5), (308.5, 321.5)]"
1170,"[(807.0, 501.0)]"
1171,"[(806.0, 500.0)]"
1172,"[(806.0, 499.0)]"
1173,"[(804.5, 496.5)]"
1174,"[(805.0, 496.0)]"
1175,"[(803.5, 496.5)]"
1176,"[(801.0, 497.0)]"
1177,"[(801.5, 497.5)]"
1178,"[(798.5, 498.5)]"
1179,"[(476.5, 248.5)]"
1180,"[(475.5, 258.5)]"
1181,"[(476.0, 248.0)]"
1182,"[(480.0, 250.0)]"
1183,"[(481.0, 250.0)]"
1184,"[(479.0, 250.0)]"
1185,"[(480.5, 253.5)]"
1186,"[(706.5, 424.5), (479.5, 255.5)]"
1187,"[(709.5, 428.5), (475.0, 259.0), (872.0, 317.0)]"
1188,"[(709.5, 426.5), (873.0, 316.0), (476.0, 256.0)]"
1189,"[(710.0, 426.0), (874.5, 316.5)]"
1190,"[(713.5, 429.5), (875.0, 316.0)]"
1191,"[(708.0, 431.0), (873.5, 314.5)]"
1192,"[(708.5, 431.5), (874.5, 313.5)]"
1193,"[(874.5, 314.5), (708.5, 431.5)]"
1194,"[(870.5, 317.5)]"
1195,"[(868.5, 320.5)]"
1196,"[(288.5, 345.5)]"
1197,"[(290.0, 348.0), (766.5, 534.5)]"
1198,"[(765.5, 528.5), (297.0, 344.0)]"
1199,"[(763.0, 526.0), (292.5, 342.5)]"
1200,"[(764.5, 524.5), (292.5, 342.5)]"
1201,"[(761.5, 523.5), (288.5, 340.5)]"
1202,"[(764.0, 524.0), (286.0, 339.0)]"
1203,"[(762.0, 526.0), (281.5, 339.5)]"
1204,"[(759.0, 529.0), (282.0, 341.0)]"
1205,"[(756.5, 531.5), (280.5, 345.5)]"
1206,"[(752.5, 537.5), (283.5, 345.5)]"
1207,"[(752.0, 542.0)]"
1212,"[(465.5, 269.5)]"
1213,"[(468.5, 271.5)]"
1214,"[(471.0, 272.0)]"
1215,"[(472.5, 272.5)]"
1216,"[(471.5, 269.5)]"
1217,"[(468.0, 269.0)]"
1218,"[(469.5, 269.5)]"
1219,"[(470.5, 266.5)]"
1220,"[(863.0, 328.0)]"
1221,"[(864.5, 329.5), (656.5, 460.5)]"
1222,"[(867.5, 329.5), (661.0, 460.0)]"
1223,"[(665.0, 459.0), (867.5, 329.5)]"
1224,"[(664.0, 459.0), (867.5, 331.5)]"
1225,"[(662.0, 458.0), (866.0, 331.0), (711.0, 572.0)]"
1226,"[(657.5, 458.5), (710.5, 565.5), (867.0, 331.0)]"
1227,"[(656.5, 459.5), (712.0, 562.0), (863.5, 331.5)]"
1228,"[(656.0, 459.0), (706.0, 559.0), (860.0, 338.0)]"
1229,"[(706.5, 556.5), (653.0, 462.0), (863.5, 339.5)]"
1230,"[(706.5, 555.5), (858.0, 341.0), (254.0, 354.0)]"
1231,"[(704.0, 556.0), (250.5, 355.5)]"
1232,"[(700.5, 561.5), (251.0, 351.0)]"
1233,"[(698.0, 565.0), (249.0, 354.0)]"
1234,"[(699.0, 567.0), (249.5, 354.5)]"
1235,"[(701.5, 571.5), (248.5, 354.5)]"
1236,"[(698.0, 571.0), (249.5, 353.5)]"
1237,"[(248.0, 355.0)]"
1238,"[(241.0, 354.0)]"
1239,"[(240.5, 356.5)]"
1240,"[(240.0, 354.0)]"
1241,"[(236.5, 356.5)]"
1244,"[(447.5, 277.5)]"
1245,"[(452.5, 277.5)]"
1246,"[(456.0, 277.0)]"
1247,"[(457.5, 276.5)]"
1248,"[(458.5, 274.5)]"
1249,"[(458.0, 274.0)]"
1250,"[(459.5, 274.5)]"
1251,"[(460.0, 274.0), (653.0, 600.0)]"
1252,"[(455.0, 271.0), (657.0, 599.0)]"
1253,"[(656.5, 593.5), (455.0, 271.0), (861.0, 356.0)]"
1254,"[(654.0, 589.0), (863.0, 357.0), (456.5, 273.5)]"
1255,"[(863.0, 356.0), (651.0, 586.0)]"
1256,"[(862.0, 354.0), (647.0, 584.0)]"
1257,"[(862.0, 354.0), (644.0, 582.0)]"
1258,"[(864.0, 353.0), (636.5, 578.5)]"
1259,"[(861.0, 355.0), (635.5, 579.5), (608.0, 478.0)]"
1260,"[(611.5, 477.5), (633.0, 580.0), (859.0, 357.0)]"
1261,"[(610.5, 476.5), (633.5, 583.5), (860.0, 357.0)]"
1262,"[(611.5, 476.5), (863.0, 360.0), (643.5, 589.5)]"
1263,"[(614.5, 475.5), (635.0, 592.0)]"
1264,"[(613.0, 478.0)]"
1265,"[(616.5, 480.5)]"
1266,"[(614.0, 482.0)]"
1270,"[(229.5, 359.5)]"
1271,"[(233.0, 357.0)]"
1272,"[(231.0, 357.0)]"
1273,"[(232.5, 355.5)]"
1274,"[(234.0, 355.0)]"
1275,"[(232.0, 353.0)]"
1276,"[(233.5, 356.5)]"
1277,"[(233.5, 355.5)]"
1278,"[(487.5, 273.5), (234.0, 356.0)]"
1279,"[(496.5, 274.5), (645.0, 625.0)]"
1280,"[(500.5, 274.5), (642.5, 624.5)]"
1281,"[(499.5, 273.5), (633.5, 613.5)]"
1282,"[(499.5, 272.5), (623.5, 606.5)]"
1283,"[(503.0, 272.0), (623.0, 602.0)]"
1284,"[(504.0, 272.0), (622.0, 600.0)]"
1285,"[(506.5, 273.5), (621.5, 599.5)]"
1286,"[(622.0, 597.0), (507.0, 275.0), (897.0, 376.0)]"
1287,"[(618.5, 595.5), (897.0, 373.0), (507.5, 273.5)]"
1288,"[(895.5, 371.5), (617.0, 598.0)]"
1289,"[(901.5, 370.5), (615.0, 601.0)]"
1290,"[(902.0, 366.0), (618.5, 605.5)]"
1291,"[(901.5, 365.5), (616.0, 608.0)]"
1292,"[(902.5, 363.5)]"
1293,"[(903.5, 364.5)]"
1294,"[(906.0, 367.0)]"
1295,"[(907.5, 374.5), (608.5, 494.5)]"
1296,"[(608.0, 494.0), (906.5, 374.5)]"
1297,"[(606.0, 495.0)]"
1298,"[(609.5, 495.5)]"
1299,"[(611.5, 494.5)]"
1300,"[(609.5, 494.5)]"
1301,"[(610.0, 495.0)]"
1302,"[(609.5, 496.5)]"
1303,"[(608.5, 496.5)]"
1306,"[(260.5, 355.5), (603.5, 632.5)]"
1307,"[(260.5, 354.5), (606.5, 630.5)]"
1308,"[(262.0, 353.0), (605.5, 627.5)]"
1309,"[(263.5, 351.5), (605.0, 622.0)]"
1310,"[(264.5, 349.5), (603.5, 616.5)]"
1311,"[(265.0, 350.0), (554.5, 269.5), (606.5, 614.5)]"
1312,"[(265.5, 350.5), (558.5, 269.5), (602.5, 611.5)]"
1313,"[(559.0, 270.0), (262.0, 351.0), (598.0, 611.0)]"
1314,"[(560.0, 271.0), (264.0, 352.0), (595.0, 606.0)]"
1315,"[(565.0, 269.0), (265.5, 352.5), (593.0, 605.0)]"
1316,"[(568.5, 266.5), (592.5, 605.5), (263.5, 352.5)]"
1317,"[(568.5, 267.5), (591.0, 606.0)]"
1318,"[(566.5, 267.5), (594.5, 607.5)]"
1319,"[(570.5, 266.5)]"
1320,"[(938.0, 372.0)]"
1321,"[(938.5, 369.5)]"
1322,"[(938.5, 364.5)]"
1323,"[(940.0, 363.0)]"
1324,"[(938.0, 363.0)]"
1325,"[(939.5, 362.5)]"
1326,"[(938.5, 361.5)]"
1327,"[(939.5, 361.5)]"
1328,"[(938.0, 360.0)]"
1329,"[(938.0, 361.0)]"
1333,"[(580.0, 493.0)]"
1334,"[(581.5, 492.5)]"
1335,"[(580.0, 493.0)]"
1336,"[(581.0, 489.0)]"
1337,"[(581.0, 488.0), (569.5, 630.5)]"
1338,"[(581.5, 485.5), (568.5, 622.5)]"
1339,"[(578.0, 486.0), (567.5, 616.5)]"
1340,"[(576.5, 485.5), (569.5, 613.5)]"
1341,"[(577.0, 490.0), (565.0, 610.0)]"
1342,"[(564.5, 608.5), (579.0, 490.0)]"
1343,"[(276.0, 331.0), (558.5, 604.5)]"
1344,"[(271.5, 329.5), (553.5, 601.5), (571.0, 258.0)]"
1345,"[(269.0, 328.0), (550.5, 600.5), (577.5, 254.5)]"
1346,"[(269.0, 328.0), (546.5, 601.5), (583.5, 250.5)]"
1347,"[(265.5, 326.5), (548.5, 602.5), (586.5, 249.5)]"
1348,"[(265.5, 326.5), (588.5, 249.5), (535.0, 607.0)]"
1349,"[(264.0, 326.0), (592.0, 247.0)]"
1350,"[(259.5, 324.5), (592.0, 248.0)]"
1351,"[(260.5, 326.5), (592.5, 247.5)]"
1352,"[(593.0, 248.0), (264.0, 326.0)]"
1353,"[(593.5, 248.5), (260.0, 325.0)]"
1354,"[(947.5, 362.5), (596.5, 248.5), (258.5, 325.5)]"
1355,"[(948.0, 362.0)]"
1356,"[(948.0, 361.0)]"
1357,"[(948.5, 359.5)]"
1358,"[(952.5, 359.5)]"
1359,"[(952.5, 359.5)]"
1360,"[(948.5, 359.5)]"
1361,"[(947.0, 358.0)]"
1362,"[(941.0, 357.0)]"
1363,"[(940.5, 358.5)]"
1364,"[(939.5, 359.5)]"
1365,"[(503.5, 626.5)]"
1366,"[(501.0, 622.0)]"
1367,"[(497.5, 616.5), (520.5, 493.5)]"
1368,"[(528.0, 488.0), (495.5, 609.5)]"
1369,"[(527.5, 483.5), (497.5, 606.5)]"
1370,"[(525.0, 480.0), (495.5, 603.5)]"
1371,"[(526.0, 478.0), (495.5, 599.5)]"
1372,"[(528.0, 473.0), (494.0, 595.0)]"
1373,"[(526.0, 473.0), (483.0, 589.0)]"
1374,"[(522.5, 473.5), (482.5, 588.5)]"
1375,"[(511.0, 474.0), (479.5, 589.5)]"
1376,"[(478.5, 590.5), (509.0, 475.0)]"
1377,"[(472.5, 591.5)]"
1378,"[(469.0, 596.0), (602.0, 233.0), (267.5, 311.5)]"
1379,"[(610.0, 231.0), (472.0, 598.0), (266.5, 310.5)]"
1380,"[(615.5, 231.5), (265.5, 306.5)]"
1381,"[(618.5, 230.5), (271.0, 306.0)]"
1382,"[(621.0, 227.0), (277.0, 304.0)]"
1383,"[(623.5, 226.5), (279.5, 303.5)]"
1384,"[(283.5, 303.5), (626.5, 225.5)]"
1385,"[(630.0, 225.0), (286.5, 302.5)]"
1386,"[(289.0, 302.0), (634.0, 227.0)]"
1387,"[(633.0, 227.0), (290.0, 301.0)]"
1388,"[(290.0, 300.0)]"
1389,"[(957.5, 356.5)]"
1390,"[(961.5, 356.5)]"
1391,"[(962.5, 355.5)]"
1392,"[(966.5, 353.5)]"
1393,"[(968.5, 350.5), (463.0, 603.0)]"
1394,"[(460.5, 600.5), (965.0, 349.0)]"
1395,"[(459.0, 597.0), (963.0, 351.0)]"
1396,"[(455.5, 587.5)]"
1397,"[(457.0, 585.0)]"
1398,"[(457.0, 583.0)]"
1399,"[(459.0, 580.0)]"
1400,"[(458.5, 578.5)]"
1401,"[(452.5, 575.5)]"
1402,"[(446.5, 572.5)]"
1403,"[(495.5, 462.5), (444.5, 570.5)]"
1404,"[(494.0, 460.0), (446.5, 573.5)]"
1405,"[(490.0, 459.0), (446.0, 575.0)]"
1406,"[(494.0, 457.0), (437.0, 579.0)]"
1407,"[(495.5, 456.5)]"
1408,"[(497.0, 455.0)]"
1409,"[(496.0, 453.0)]"
1410,"[(497.0, 456.0), (652.5, 218.5)]"
1411,"[(653.5, 219.5), (500.0, 461.0)]"
1412,"[(657.5, 217.5)]"
1413,"[(663.0, 216.0)]"
1414,"[(666.5, 214.5)]"
1415,"[(668.5, 213.5), (289.0, 288.0)]"
1416,"[(668.5, 212.5), (289.5, 285.5)]"
1417,"[(670.0, 211.0), (288.0, 283.0)]"
1418,"[(674.0, 211.0), (290.0, 282.0)]"
1419,"[(673.5, 213.5), (289.5, 281.5)]"
1420,"[(674.5, 216.5), (286.5, 277.5)]"
1421,"[(285.5, 278.5), (672.5, 216.5)]"
1422,"[(965.0, 354.0), (285.5, 278.5)]"
1423,"[(969.0, 354.0), (410.5, 592.5), (285.5, 281.5)]"
1424,"[(969.0, 353.0), (409.0, 584.0)]"
1425,"[(970.5, 352.5), (403.5, 578.5)]"
1426,"[(972.5, 350.5), (401.0, 573.0)]"
1427,"[(972.5, 350.5), (402.0, 572.0)]"
1428,"[(969.5, 350.5), (399.5, 569.5)]"
1429,"[(966.0, 351.0), (390.5, 565.5)]"
1430,"[(966.0, 352.0), (388.5, 562.5)]"
1431,"[(385.0, 561.0), (962.0, 351.0)]"
1432,"[(383.5, 563.5)]"
1433,"[(379.5, 563.5)]"
1434,"[(376.0, 568.0)]"
1435,"[(375.5, 569.5)]"
1436,"[(375.5, 575.5)]"
1437,"[(431.5, 460.5)]"
1439,"[(431.0, 452.0)]"
1440,"[(432.5, 448.5)]"
1441,"[(433.5, 446.5)]"
1442,"[(430.0, 445.0)]"
1443,"[(429.5, 445.5)]"
1444,"[(421.5, 444.5), (682.0, 214.0)]"
1445,"[(685.0, 211.0), (422.5, 445.5)]"
1446,"[(690.0, 215.0), (424.0, 449.0)]"
1447,"[(692.5, 214.5)]"
1448,"[(695.5, 213.5)]"
1449,"[(696.0, 208.0)]"
1450,"[(696.5, 209.5)]"
1451,"[(697.5, 207.5)]"
1452,"[(697.0, 209.0), (339.5, 580.5), (281.0, 274.0)]"
1453,"[(699.5, 214.5), (339.0, 575.0), (280.5, 270.5)]"
1454,"[(699.0, 215.0), (278.0, 270.0), (340.5, 575.5)]"
1455,"[(275.0, 270.0), (701.5, 216.5), (341.5, 575.5), (946.5, 353.5)]"
1456,"[(950.5, 351.5), (273.0, 271.0), (340.5, 573.5), (699.5, 212.5)]"
1457,"[(950.5, 350.5), (273.5, 271.5), (339.0, 568.0)]"
1458,"[(952.0, 351.0), (333.5, 563.5), (272.5, 268.5)]"
1459,"[(951.5, 348.5), (328.5, 562.5)]"
1460,"[(952.0, 347.0), (323.0, 562.0)]"
1461,"[(949.0, 344.0), (319.5, 563.5)]"
1462,"[(947.0, 344.0), (312.0, 566.0)]"
1463,"[(945.5, 347.5), (317.0, 570.0)]"
1464,"[(945.0, 347.0), (313.0, 569.0)]"
1465,"[(938.5, 348.5)]"
1472,"[(368.5, 454.5)]"
1473,"[(369.5, 449.5)]"
1474,"[(373.0, 444.0)]"
1475,"[(370.0, 441.0)]"
1476,"[(369.0, 437.0)]"
1477,"[(369.0, 438.0), (700.0, 214.0)]"
1478,"[(367.5, 436.5), (706.5, 215.5)]"
1479,"[(710.5, 214.5), (364.5, 436.5)]"
1480,"[(711.0, 214.0), (358.5, 437.5), (281.0, 575.0)]"
1481,"[(718.0, 213.0), (281.5, 571.5), (353.0, 440.0)]"
1482,"[(720.5, 212.5), (280.0, 566.0)]"
1483,"[(719.0, 211.0), (282.0, 562.0)]"
1484,"[(716.0, 212.0), (283.0, 557.0)]"
1485,"[(714.5, 211.5), (281.5, 556.5)]"
1486,"[(718.0, 213.0), (277.5, 554.5)]"
1487,"[(274.5, 553.5), (719.0, 212.0)]"
1488,"[(284.0, 263.0), (269.5, 553.5), (948.5, 358.5)]"
1489,"[(286.0, 261.0), (950.0, 357.0), (271.5, 553.5)]"
1490,"[(950.5, 354.5), (274.0, 553.0), (288.0, 260.0)]"
1491,"[(952.5, 353.5), (276.0, 554.0), (289.5, 257.5)]"
1492,"[(954.0, 357.0), (290.0, 256.0), (272.5, 554.5)]"
1493,"[(953.0, 353.0), (288.0, 255.0), (266.5, 554.5)]"
1494,"[(950.5, 352.5), (284.5, 255.5)]"
1495,"[(947.5, 352.5), (286.5, 254.5)]"
1496,"[(943.0, 352.0), (286.0, 256.0)]"
1497,"[(940.5, 354.5), (287.5, 256.5)]"
1498,"[(941.0, 359.0)]"
1499,"[(944.5, 359.5)]"
1507,"[(319.5, 437.5)]"
1508,"[(325.0, 435.0), (733.5, 210.5)]"
1509,"[(332.0, 434.0), (266.0, 557.0), (736.0, 212.0)]"
1510,"[(333.0, 431.0), (263.0, 554.0), (742.0, 213.0)]"
1511,"[(746.0, 212.0), (267.5, 549.5), (331.5, 430.5)]"
1512,"[(750.0, 214.0), (329.5, 428.5), (267.5, 548.5)]"
1513,"[(750.5, 216.5), (269.0, 546.0), (333.0, 428.0)]"
1514,"[(757.0, 215.0), (272.0, 544.0), (335.0, 427.0)]"
1515,"[(761.0, 216.0), (269.0, 543.0), (336.5, 424.5)]"
1516,"[(764.5, 215.5), (262.5, 541.5), (337.5, 424.5)]"
1517,"[(765.5, 214.5), (329.5, 424.5), (254.5, 541.5)]"
1518,"[(765.5, 212.5), (250.0, 539.0), (329.0, 426.0)]"
1519,"[(759.0, 212.0), (243.5, 541.5)]"
1520,"[(241.5, 541.5), (759.5, 210.5)]"
1521,"[(239.0, 545.0)]"
1522,"[(937.5, 361.5), (237.5, 546.5)]"
1523,"[(939.5, 360.5)]"
1524,"[(940.5, 359.5), (309.0, 251.0)]"
1525,"[(938.0, 356.0), (305.5, 249.5)]"
1526,"[(938.0, 356.0), (300.5, 247.5)]"
1527,"[(300.5, 248.5), (938.0, 356.0)]"
1528,"[(298.0, 245.0), (936.5, 353.5)]"
1529,"[(928.5, 351.5), (296.5, 244.5)]"
1530,"[(297.0, 245.0), (927.0, 353.0)]"
1531,"[(299.5, 246.5)]"
1535,"[(204.0, 548.0)]"
1536,"[(203.0, 546.0)]"
1537,"[(208.0, 540.0)]"
1538,"[(207.0, 533.0)]"
1539,"[(211.0, 532.0)]"
1540,"[(211.5, 529.5)]"
1541,"[(212.0, 528.0)]"
1542,"[(212.0, 527.0)]"
1543,"[(210.5, 525.5)]"
1544,"[(206.0, 523.0), (264.5, 416.5)]"
1545,"[(269.5, 413.5), (202.5, 523.5), (748.0, 207.0)]"
1546,"[(275.5, 411.5), (751.0, 208.0), (199.5, 525.5)]"
1547,"[(754.5, 209.5), (278.0, 411.0), (194.0, 525.0)]"
1548,"[(758.0, 208.0), (276.0, 407.0), (202.0, 527.0)]"
