frame,Coord
1549,"[(760.5, 207.5), (277.0, 406.0)]"
1550,"[(764.5, 205.5), (275.0, 406.0)]"
1551,"[(764.5, 208.5), (274.5, 403.5)]"
1552,"[(764.5, 206.5), (271.0, 404.0)]"
1553,"[(764.5, 203.5), (268.5, 403.5)]"
1554,"[(766.0, 206.0), (913.5, 357.5), (269.0, 408.0)]"
1555,"[(919.5, 359.5), (763.0, 207.0)]"
1556,"[(923.5, 360.5)]"
1557,"[(923.0, 359.0), (311.5, 243.5)]"
1558,"[(922.5, 358.5), (313.0, 242.0)]"
1559,"[(921.5, 356.5), (311.0, 243.0)]"
1560,"[(916.0, 354.0), (312.0, 242.0)]"
1561,"[(917.5, 353.5), (310.0, 242.0)]"
1562,"[(914.5, 353.5), (313.5, 241.5)]"
1563,"[(177.5, 523.5), (312.0, 241.0)]"
1564,"[(181.0, 520.0)]"
1565,"[(185.5, 516.5)]"
1566,"[(188.0, 514.0)]"
1567,"[(189.5, 512.5)]"
1568,"[(188.5, 510.5)]"
1569,"[(187.0, 508.0)]"
1570,"[(178.5, 508.5)]"
1571,"[(182.5, 501.5)]"
1572,"[(175.5, 505.5)]"
1573,"[(171.5, 508.5)]"
1574,"[(166.5, 510.5)]"
1575,"[(165.0, 512.0)]"
1576,"[(159.0, 514.0)]"
1579,"[(252.0, 404.0)]"
1580,"[(777.0, 214.0), (250.0, 404.0)]"
1581,"[(779.5, 214.5), (255.0, 402.0)]"
1582,"[(784.5, 214.5), (254.5, 399.5)]"
1583,"[(790.5, 211.5), (252.5, 396.5)]"
1584,"[(793.5, 214.5), (257.5, 397.5)]"
1585,"[(794.5, 214.5), (257.0, 394.0), (900.0, 369.0)]"
1586,"[(795.5, 214.5), (257.5, 393.5), (896.0, 363.0)]"
1587,"[(796.0, 214.0), (900.5, 365.5), (256.5, 394.5)]"
1588,"[(795.0, 215.0), (898.0, 364.0), (250.0, 394.0)]"
1589,"[(898.5, 363.5), (251.0, 396.0), (793.5, 215.5)]"
1590,"[(901.5, 363.5), (154.0, 521.0)]"
1591,"[(901.5, 361.5), (155.5, 518.5)]"
1592,"[(156.5, 513.5), (901.0, 362.0)]"
1593,"[(899.5, 361.5), (164.0, 512.0)]"
1594,"[(165.5, 506.5), (896.0, 363.0)]"
1595,"[(898.0, 365.0), (167.5, 504.5)]"
1596,"[(170.5, 501.5)]"
1597,"[(168.5, 503.5), (324.5, 245.5)]"
1598,"[(168.5, 499.5)]"
1599,"[(163.5, 498.5)]"
1600,"[(165.0, 498.0)]"
1601,"[(166.5, 500.5)]"
1602,"[(170.5, 500.5)]"
1603,"[(162.5, 506.5)]"
1613,"[(805.5, 233.5)]"
1614,"[(811.5, 234.5)]"
1615,"[(818.0, 234.0)]"
1616,"[(820.5, 233.5), (235.5, 406.5)]"
1617,"[(823.5, 234.5), (240.0, 400.0), (883.5, 382.5)]"
1618,"[(825.5, 233.5), (882.5, 385.5), (249.0, 396.0)]"
1619,"[(826.0, 233.0), (887.0, 382.0), (252.0, 397.0)]"
1620,"[(825.5, 233.5), (889.5, 378.5), (160.5, 505.5), (250.0, 398.0)]"
1621,"[(891.5, 375.5), (825.0, 233.0), (165.5, 500.5), (243.0, 395.0)]"
1622,"[(891.5, 376.5), (165.5, 500.5), (825.5, 234.5), (248.5, 394.5)]"
1623,"[(892.0, 376.0), (167.5, 498.5), (247.5, 395.5), (823.0, 236.0)]"
1624,"[(168.0, 497.0), (889.5, 375.5), (242.0, 396.0)]"
1625,"[(170.5, 496.5), (884.0, 374.0)]"
1626,"[(166.0, 497.0), (881.0, 377.0)]"
1627,"[(161.0, 496.0), (880.5, 380.5), (339.0, 251.0)]"
1628,"[(163.5, 497.5), (340.0, 250.0)]"
1629,"[(161.0, 495.0), (340.0, 251.0)]"
1630,"[(161.0, 496.0), (341.0, 250.0)]"
1631,"[(159.0, 498.0), (345.5, 251.5)]"
1632,"[(344.5, 250.5)]"
1633,"[(346.5, 249.5)]"
1634,"[(347.5, 250.5)]"
1635,"[(348.0, 250.0)]"
1647,"[(833.5, 243.5)]"
1648,"[(838.5, 245.5), (156.0, 499.0)]"
1649,"[(842.0, 245.0), (165.5, 497.5), (872.5, 384.5)]"
1650,"[(844.0, 244.0), (168.5, 495.5), (876.5, 380.5)]"
1651,"[(848.5, 244.5), (170.0, 491.0), (877.0, 380.0)]"
1652,"[(851.5, 244.5), (176.5, 490.5), (874.5, 381.5), (237.5, 386.5)]"
1653,"[(853.5, 243.5), (179.5, 485.5), (877.5, 379.5), (242.5, 387.5)]"
1654,"[(177.0, 484.0), (849.5, 243.5), (877.0, 377.0), (250.0, 385.0)]"
1655,"[(176.0, 480.0), (250.5, 384.5), (854.5, 244.5), (875.0, 377.0)]"
1656,"[(174.5, 477.5), (875.5, 379.5), (248.5, 382.5)]"
1657,"[(875.0, 380.0), (174.5, 477.5), (251.5, 382.5)]"
1658,"[(177.5, 478.5), (253.5, 382.5)]"
1659,"[(174.0, 479.0), (255.5, 381.5)]"
1660,"[(172.5, 483.5)]"
1664,"[(379.5, 248.5)]"
1665,"[(383.5, 247.5)]"
1666,"[(386.5, 249.5)]"
1667,"[(390.5, 249.5)]"
1668,"[(395.0, 250.0)]"
1669,"[(396.0, 248.0)]"
1670,"[(396.5, 249.5)]"
1671,"[(398.5, 249.5)]"
1672,"[(398.5, 249.5)]"
1673,"[(404.5, 250.5)]"
1676,"[(184.0, 483.0)]"
1677,"[(186.5, 474.5)]"
1678,"[(190.5, 472.5)]"
1679,"[(193.0, 472.0)]"
1680,"[(198.5, 469.5)]"
1681,"[(204.0, 469.0)]"
1682,"[(206.5, 467.5), (882.0, 249.0), (881.0, 385.0)]"
1683,"[(206.5, 465.5), (893.0, 250.0), (888.5, 384.5)]"
1684,"[(210.0, 465.0), (894.5, 248.5), (889.0, 385.0)]"
1685,"[(207.0, 464.0), (895.0, 248.0), (888.0, 384.0)]"
1686,"[(894.5, 249.5), (891.0, 383.0), (204.0, 465.0)]"
1687,"[(897.0, 249.0), (891.5, 382.5)]"
1688,"[(892.5, 377.5), (272.5, 376.5), (210.5, 467.5), (898.0, 248.0)]"
1689,"[(278.0, 373.0), (893.0, 377.0), (211.5, 466.5)]"
1690,"[(281.5, 371.5), (896.5, 376.5)]"
1691,"[(284.5, 369.5)]"
1692,"[(285.0, 368.0)]"
1693,"[(282.5, 368.5)]"
1694,"[(282.0, 366.0)]"
1695,"[(283.0, 366.0)]"
1698,"[(430.0, 246.0)]"
1699,"[(430.5, 247.5)]"
1700,"[(431.0, 246.0)]"
1701,"[(438.0, 246.0)]"
1702,"[(438.0, 243.0)]"
1703,"[(438.0, 244.0)]"
1704,"[(437.5, 246.5)]"
1705,"[(438.0, 244.0), (222.5, 464.5)]"
1706,"[(223.5, 464.5), (437.5, 244.5)]"
1707,"[(226.5, 461.5), (444.0, 242.0)]"
1708,"[(229.5, 457.5), (445.0, 244.0)]"
1709,"[(233.0, 455.0)]"
1710,"[(233.0, 452.0)]"
1711,"[(230.5, 452.5)]"
1712,"[(227.5, 449.5)]"
1713,"[(226.0, 448.0)]"
1714,"[(226.5, 448.5), (907.0, 250.0)]"
1715,"[(893.5, 381.5), (911.0, 251.0), (221.0, 449.0)]"
1716,"[(897.0, 383.0), (913.5, 250.5), (221.0, 450.0)]"
1717,"[(894.5, 381.5), (916.5, 250.5), (221.5, 455.5)]"
1718,"[(894.5, 380.5), (917.5, 251.5)]"
1719,"[(895.5, 380.5), (917.5, 251.5)]"
1720,"[(895.0, 380.0), (917.0, 251.0)]"
1721,"[(918.5, 251.5), (892.5, 377.5)]"
1722,"[(918.0, 251.0), (892.5, 378.5)]"
1723,"[(924.0, 254.0)]"
1724,"[(921.5, 253.5)]"
1726,"[(298.0, 361.0)]"
1727,"[(298.0, 360.0)]"
1728,"[(300.0, 358.0)]"
1734,"[(223.0, 455.0)]"
1735,"[(225.5, 450.5), (456.0, 245.0)]"
1736,"[(233.5, 445.5), (461.0, 247.0)]"
1737,"[(236.5, 444.5), (460.5, 245.5)]"
1738,"[(236.0, 445.0), (460.0, 246.0)]"
1739,"[(237.0, 442.0), (459.5, 244.5)]"
1740,"[(235.0, 441.0), (458.5, 245.5)]"
1741,"[(232.5, 442.5), (455.0, 246.0)]"
1742,"[(232.0, 442.0), (460.0, 247.0)]"
1743,"[(231.5, 442.5), (459.0, 246.0)]"
1744,"[(230.5, 442.5)]"
1746,"[(874.0, 381.0)]"
1747,"[(872.0, 379.0)]"
1748,"[(877.5, 378.5), (922.0, 259.0)]"
1749,"[(880.5, 378.5), (919.0, 257.0)]"
1750,"[(880.5, 378.5), (924.0, 259.0)]"
1751,"[(878.0, 378.0), (924.0, 258.0)]"
1752,"[(926.0, 258.0), (877.5, 378.5)]"
1753,"[(927.0, 260.0), (876.0, 376.0)]"
1754,"[(930.0, 260.0), (873.0, 375.0)]"
1755,"[(929.0, 262.0), (874.5, 377.5)]"
1756,"[(930.0, 261.0), (874.0, 380.0)]"
1757,"[(876.5, 383.5), (928.0, 261.0)]"
1762,"[(228.5, 449.5)]"
1763,"[(232.0, 447.0)]"
1764,"[(237.0, 444.0), (307.5, 355.5)]"
1765,"[(240.5, 441.5), (307.5, 357.5)]"
1766,"[(242.0, 440.0), (307.5, 356.5)]"
1767,"[(241.5, 440.5), (308.5, 356.5)]"
1768,"[(243.0, 439.0)]"
1769,"[(244.0, 439.0)]"
1770,"[(248.0, 438.0)]"
1771,"[(248.0, 438.0)]"
1772,"[(248.5, 437.5)]"
1773,"[(242.5, 437.5)]"
1774,"[(240.0, 438.0)]"
1775,"[(249.5, 440.5)]"
1776,"[(251.0, 442.0)]"
1780,"[(875.5, 386.5)]"
1781,"[(878.5, 386.5)]"
1782,"[(880.5, 386.5)]"
1783,"[(881.5, 387.5)]"
1784,"[(879.0, 387.0), (942.0, 278.0)]"
1785,"[(875.5, 385.5), (941.0, 278.0)]"
1786,"[(944.0, 279.0), (874.0, 384.0)]"
1787,"[(941.5, 278.5), (876.0, 385.0)]"
1788,"[(943.5, 278.5), (873.5, 383.5)]"
1789,"[(941.0, 277.0), (872.5, 385.5)]"
1790,"[(940.5, 277.5)]"
1791,"[(943.5, 277.5), (251.0, 442.0)]"
1792,"[(941.5, 281.5), (260.5, 442.5)]"
1793,"[(262.0, 442.0)]"
1794,"[(262.0, 440.0)]"
1795,"[(262.5, 435.5)]"
1796,"[(260.5, 432.5)]"
1797,"[(260.5, 430.5), (321.0, 356.0)]"
1798,"[(260.5, 431.5), (321.5, 356.5)]"
1799,"[(262.5, 430.5), (321.0, 357.0)]"
1800,"[(319.5, 357.5), (262.0, 431.0)]"
1801,"[(263.0, 431.0), (319.0, 356.0)]"
1802,"[(322.5, 356.5), (264.5, 432.5)]"
1803,"[(323.5, 357.5), (263.5, 435.5)]"
1807,"[(502.5, 271.5)]"
1808,"[(502.0, 270.0)]"
1811,"[(507.0, 268.0)]"
1812,"[(506.5, 268.5)]"
1813,"[(852.0, 393.0)]"
1814,"[(853.0, 394.0)]"
1815,"[(857.5, 398.5)]"
1816,"[(859.5, 401.5)]"
1817,"[(859.0, 404.0), (263.5, 450.5)]"
1818,"[(854.0, 402.0), (259.0, 450.0), (931.0, 302.0)]"
1819,"[(851.5, 401.5), (256.5, 449.5), (931.0, 302.0)]"
1820,"[(852.0, 403.0), (258.5, 447.5)]"
1821,"[(263.0, 448.0), (852.5, 402.5), (929.5, 304.5)]"
1822,"[(265.5, 447.5), (931.0, 310.0)]"
1823,"[(266.0, 444.0), (937.0, 306.0)]"
1824,"[(267.5, 443.5), (932.0, 305.0)]"
1825,"[(269.5, 443.5)]"
1826,"[(268.5, 443.5)]"
1827,"[(269.0, 443.0)]"
1828,"[(268.0, 444.0)]"
1829,"[(266.0, 444.0)]"
1830,"[(260.0, 444.0), (323.0, 372.0)]"
1831,"[(324.5, 372.5), (263.0, 447.0)]"
1832,"[(324.5, 371.5)]"
1833,"[(324.0, 371.0)]"
1834,"[(323.0, 370.0)]"
1835,"[(324.0, 371.0)]"
1836,"[(324.0, 371.0)]"
1837,"[(327.0, 371.0)]"
1844,"[(521.0, 287.0)]"
1845,"[(522.5, 287.5)]"
1846,"[(523.5, 287.5), (839.0, 410.0)]"
1847,"[(843.0, 411.0), (527.0, 287.0), (277.5, 446.5)]"
1848,"[(843.5, 411.5), (527.0, 286.0), (279.0, 445.0)]"
1849,"[(844.0, 411.0), (284.5, 444.5), (528.0, 286.0)]"
1850,"[(847.0, 411.0), (284.5, 442.5), (528.5, 286.5), (947.0, 322.0)]"
1851,"[(845.5, 410.5), (285.0, 441.0), (531.0, 288.0), (948.0, 321.0)]"
1852,"[(844.5, 407.5), (289.0, 442.0), (947.0, 319.0)]"
1853,"[(288.0, 440.0), (842.0, 409.0), (948.0, 319.0)]"
1854,"[(289.0, 440.0), (845.5, 411.5), (947.0, 319.0)]"
1855,"[(288.0, 439.0), (952.0, 318.0)]"
1856,"[(284.0, 440.0), (952.0, 317.0)]"
1857,"[(277.5, 443.5), (956.0, 316.0)]"
1858,"[(964.0, 316.0), (266.5, 446.5)]"
1859,"[(265.0, 448.0), (965.5, 314.5)]"
1860,"[(255.5, 449.5)]"
1867,"[(325.5, 370.5)]"
1869,"[(325.5, 366.5)]"
1870,"[(325.5, 364.5)]"
1871,"[(324.0, 367.0)]"
1872,"[(527.5, 284.5), (326.0, 366.0)]"
1873,"[(527.0, 286.0)]"
1874,"[(526.0, 285.0)]"
1875,"[(524.5, 284.5)]"
1876,"[(527.0, 283.0), (254.0, 447.0)]"
1877,"[(529.0, 282.0), (254.0, 446.0)]"
1878,"[(528.0, 281.0), (253.0, 444.0)]"
1879,"[(525.5, 281.5), (259.0, 442.0)]"
1880,"[(261.0, 440.0), (528.5, 281.5)]"
1881,"[(261.0, 439.0), (846.5, 413.5), (529.5, 279.5)]"
1882,"[(263.5, 439.5), (844.5, 413.5), (528.5, 280.5)]"
1883,"[(263.0, 437.0), (844.0, 413.0), (527.5, 281.5)]"
1884,"[(262.0, 437.0), (527.5, 281.5), (841.5, 410.5), (970.0, 319.0)]"
1885,"[(258.5, 436.5), (970.0, 317.0), (530.0, 281.0), (842.0, 411.0)]"
1886,"[(250.0, 439.0), (527.5, 282.5), (972.0, 315.0)]"
1887,"[(978.5, 314.5), (240.5, 437.5), (527.5, 282.5), (846.0, 412.0)]"
1888,"[(239.5, 438.5), (977.5, 312.5)]"
1889,"[(975.5, 312.5), (241.5, 439.5)]"
1890,"[(974.5, 311.5), (241.0, 440.0)]"
1891,"[(972.0, 312.0)]"
1892,"[(971.0, 312.0)]"
1893,"[(973.0, 313.0)]"
1905,"[(247.0, 435.0), (316.0, 353.0)]"
1906,"[(316.0, 354.0), (246.0, 434.0)]"
1907,"[(314.5, 352.5), (248.0, 433.0)]"
1908,"[(253.0, 431.0)]"
1909,"[(255.0, 430.0)]"
1910,"[(255.5, 428.5)]"
1911,"[(255.0, 428.0)]"
1912,"[(254.5, 428.5)]"
1913,"[(254.0, 428.0), (525.5, 281.5)]"
1914,"[(252.0, 428.0), (528.0, 281.0)]"
1915,"[(251.5, 429.5), (527.5, 277.5), (828.0, 408.0)]"
1916,"[(251.0, 429.0), (527.5, 278.5), (824.0, 406.0)]"
1917,"[(253.5, 429.5), (525.5, 278.5)]"
1918,"[(255.0, 434.0), (524.0, 279.0)]"
1919,"[(522.0, 280.0), (970.5, 311.5), (258.0, 435.0), (816.5, 401.5)]"
1920,"[(968.0, 310.0), (522.0, 280.0)]"
1921,"[(970.0, 309.0), (523.0, 280.0)]"
1922,"[(522.0, 278.0), (970.0, 309.0)]"
1923,"[(520.0, 279.0), (970.5, 308.5)]"
1924,"[(970.0, 305.0), (521.0, 280.0)]"
1925,"[(524.5, 282.5), (965.5, 305.5)]"
1926,"[(965.5, 310.5), (526.5, 282.5)]"
1927,"[(963.5, 312.5)]"
1934,"[(244.5, 418.5)]"
1935,"[(245.0, 418.0)]"
1936,"[(246.5, 417.5)]"
1937,"[(249.0, 416.0)]"
1938,"[(251.5, 415.5)]"
1939,"[(255.0, 413.0)]"
1940,"[(256.0, 412.0)]"
1941,"[(300.5, 337.5), (256.5, 410.5)]"
1942,"[(299.0, 338.0)]"
1947,"[(789.5, 386.5)]"
1948,"[(784.5, 386.5)]"
1949,"[(788.5, 386.5)]"
1950,"[(786.0, 384.0)]"
1951,"[(785.0, 383.0)]"
1952,"[(785.5, 380.5)]"
1953,"[(784.5, 377.5), (940.5, 300.5)]"
1954,"[(783.5, 379.5), (942.0, 298.0)]"
1955,"[(782.5, 380.5), (942.0, 297.0)]"
1956,"[(779.5, 381.5), (942.5, 297.5)]"
1957,"[(940.0, 298.0), (779.0, 379.0)]"
1958,"[(939.0, 296.0)]"
1959,"[(937.0, 295.0)]"
1960,"[(937.5, 295.5)]"
1962,"[(233.5, 400.5)]"
1963,"[(232.0, 400.0)]"
1964,"[(236.5, 398.5), (291.0, 327.0)]"
1965,"[(238.5, 396.5), (291.5, 326.5)]"
1966,"[(239.5, 395.5), (290.5, 325.5)]"
1967,"[(241.5, 392.5)]"
1968,"[(241.0, 391.0)]"
1969,"[(237.0, 390.0)]"
1970,"[(230.5, 388.5)]"
1971,"[(229.0, 388.0)]"
1972,"[(227.5, 388.5)]"
1978,"[(749.5, 367.5)]"
1979,"[(750.0, 366.0)]"
1980,"[(749.0, 362.0)]"
1981,"[(747.5, 362.5)]"
1982,"[(749.0, 362.0)]"
1983,"[(746.0, 360.0)]"
1984,"[(744.5, 358.5)]"
1985,"[(744.5, 359.5)]"
1986,"[(896.5, 285.5), (744.5, 356.5)]"
1987,"[(896.0, 284.0), (744.5, 356.5)]"
1988,"[(896.0, 281.0)]"
1989,"[(895.5, 280.5)]"
1990,"[(896.5, 279.5)]"
1991,"[(896.0, 279.0)]"
1992,"[(217.0, 383.0), (896.5, 278.5)]"
1993,"[(218.0, 379.0), (897.5, 278.5)]"
1994,"[(896.5, 280.5), (219.0, 378.0)]"
1995,"[(894.5, 281.5), (218.5, 374.5)]"
1996,"[(893.5, 282.5), (218.0, 374.0)]"
1997,"[(219.0, 373.0)]"
1998,"[(218.5, 372.5)]"
1999,"[(217.0, 371.0)]"
2000,"[(216.5, 370.5)]"
2001,"[(218.0, 371.0)]"
2002,"[(217.5, 370.5)]"
2003,"[(215.5, 370.5)]"
2004,"[(215.0, 370.0)]"
2013,"[(719.0, 345.0)]"
2014,"[(719.0, 342.0)]"
2015,"[(718.5, 342.5)]"
2018,"[(718.0, 339.0)]"
2021,"[(711.5, 336.5)]"
2022,"[(215.5, 363.5), (712.0, 338.0)]"
2023,"[(867.0, 270.0), (217.5, 361.5), (710.5, 339.5)]"
2024,"[(871.0, 268.0), (217.0, 361.0)]"
2025,"[(219.0, 358.0), (872.5, 268.5)]"
2026,"[(218.0, 357.0), (872.5, 268.5)]"
2027,"[(873.5, 269.5), (218.5, 355.5)]"
2028,"[(874.0, 268.0), (218.5, 354.5)]"
2029,"[(218.5, 353.5), (874.5, 266.5)]"
2030,"[(217.0, 352.0), (872.5, 264.5)]"
2031,"[(216.5, 352.5), (875.0, 266.0)]"
2032,"[(215.0, 353.0), (871.0, 267.0)]"
2033,"[(216.0, 353.0), (871.5, 269.5)]"
2034,"[(869.5, 269.5)]"
2049,"[(692.5, 318.5)]"
2050,"[(690.5, 317.5)]"
2051,"[(692.0, 316.0)]"
2052,"[(692.0, 316.0)]"
2053,"[(690.0, 316.0)]"
2054,"[(686.5, 312.5)]"
2055,"[(687.0, 311.0), (214.5, 343.5)]"
2056,"[(215.0, 342.0)]"
2057,"[(214.5, 341.5)]"
2058,"[(214.0, 338.0)]"
2059,"[(213.0, 336.0)]"
2060,"[(213.0, 337.0)]"
2061,"[(212.0, 335.0)]"
2062,"[(212.5, 335.5)]"
2063,"[(207.5, 332.5)]"
2064,"[(209.0, 333.0)]"
2065,"[(211.0, 333.0)]"
2066,"[(213.5, 333.5)]"
2081,"[(643.0, 301.0)]"
2083,"[(642.5, 297.5)]"
2084,"[(642.5, 295.5)]"
2085,"[(637.5, 297.5)]"
2086,"[(638.0, 298.0)]"
2087,"[(636.0, 298.0)]"
2088,"[(635.5, 297.5)]"
2089,"[(632.5, 296.5)]"
2090,"[(632.0, 296.0)]"
2091,"[(630.5, 296.5)]"
